Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2019-10-04,175.959771,174.945852,179.318568,171.148626
ETH,2019-10-05,176.42047,175.959768,176.901468,172.4
ETH,2019-10-06,170.320735,176.420468,177.05,168
ETH,2019-10-07,180.389527,170.320745,182.405366,168.91
ETH,2019-10-08,180.991751,180.389549,185.1,177.54
ETH,2019-10-09,193.639696,180.991317,195.81734,179.45124
ETH,2019-10-10,191.643918,193.641909,194.79,187.536377
ETH,2019-10-11,180.812874,191.643918,197.412463,179.62
ETH,2019-10-12,179.890735,180.812875,184.725823,177.752038
ETH,2019-10-13,181.188359,179.890228,184.65,178.85
ETH,2019-10-14,186.790345,181.188331,187.61987,180.656119
ETH,2019-10-15,180.630722,186.790344,188.332664,177.529591
ETH,2019-10-16,174.706162,180.630722,181.15,171.92641
ETH,2019-10-17,177.334649,174.706175,179.05,172.85
ETH,2019-10-18,173.020486,177.334488,177.426331,168.510392
ETH,2019-10-19,171.936237,173.020421,174.95,169.970193
ETH,2019-10-20,175.49,171.936189,176.56,169.45
ETH,2019-10-21,174.42561,175.49,177.971388,171.964738
ETH,2019-10-22,171.336781,174.425357,175.4,170.7
ETH,2019-10-23,162.49,171.336777,171.429734,153.4
ETH,2019-10-24,160.731844,162.482294,163.85,159.23
ETH,2019-10-25,181.590378,160.731838,187.55,160.655712
ETH,2019-10-26,180.082427,181.590372,198.75,174.07
ETH,2019-10-27,184.18716,180.082427,189.05,177.113831
ETH,2019-10-28,182.15,184.187133,189.85,180.943851
ETH,2019-10-29,191.110607,182.15,193,181.95
ETH,2019-10-30,183.328028,191.110598,192.058957,180.08
ETH,2019-10-31,182.62961,183.328055,185.47,178.061856
ETH,2019-11-01,183.282321,182.631252,184.729747,177.6
ETH,2019-11-02,183.085555,183.282276,185.793942,182.11
ETH,2019-11-03,181.63362,183.085551,184.893522,179.204594
ETH,2019-11-04,186.267019,181.633604,189.326508,180.563838
ETH,2019-11-05,188.74683,186.268755,192.36,182.63
ETH,2019-11-06,191.14,188.746801,194.307618,188.029852
ETH,2019-11-07,186.42,191.14,192.079809,184.4
ETH,2019-11-08,183.6,186.42,188.06,180.87
ETH,2019-11-09,184.85288,183.6,185.59,182.813139
ETH,2019-11-10,188.916175,184.852658,191.67,183.45
ETH,2019-11-11,184.646179,188.916224,189.959981,183.9
ETH,2019-11-12,186.890333,184.646234,187.13522,182.280447
ETH,2019-11-13,187.722907,186.898865,189.31,185.18
ETH,2019-11-14,184.56031,187.723062,188.22,182.937243
ETH,2019-11-15,179.835204,184.560307,186.41,177.199868
ETH,2019-11-16,182.218906,179.835221,183.145321,179.226167
ETH,2019-11-17,183.821201,182.218966,186.2,180.15
ETH,2019-11-18,177.9,183.821203,183.885966,174.41
ETH,2019-11-19,175.643208,177.9,178.041148,172.662494
ETH,2019-11-20,174.301007,175.643237,177.16,173.35
ETH,2019-11-21,160.840656,174.301112,175.33,155.981754
ETH,2019-11-22,150.04677,160.84066,162.503677,138.16
ETH,2019-11-23,151.97,150.046772,154.230918,146.58
ETH,2019-11-24,139.972229,151.97,153.02,138.903592
ETH,2019-11-25,146.341051,139.959401,151.49,131.975389
ETH,2019-11-26,147.789091,146.27997,149.75,143.75
ETH,2019-11-27,152.904493,147.789086,155.7,141.19
ETH,2019-11-28,151.004761,152.904534,154.79,149.459245
ETH,2019-11-29,154.662564,151.00475,157.506621,150.7
ETH,2019-11-30,151.78,154.662622,155.275004,150.07
ETH,2019-12-01,151.106039,151.78,152.223588,146.1
ETH,2019-12-02,148.981346,151.106005,151.422367,147
ETH,2019-12-03,147.365727,148.981334,149.95,145.81547
ETH,2019-12-04,145.440104,147.3657,152.202385,143.47
ETH,2019-12-05,147.99,145.443716,148.79,143.95
ETH,2019-12-06,148.828256,147.99,149.67,146.17
ETH,2019-12-07,147.373652,148.828256,149.7,147.270982
ETH,2019-12-08,150.651483,147.373658,151.89,146.46
ETH,2019-12-09,147.322806,150.651393,151.277095,146.69
ETH,2019-12-10,145.600111,147.322867,147.94432,143.91
ETH,2019-12-11,143.195687,145.600111,146.218512,142.12
ETH,2019-12-12,144.731653,143.195691,145.7,139.306614
ETH,2019-12-13,144.640364,144.729018,145.09,142.801223
ETH,2019-12-14,141.77,144.64036,144.947171,141.175885
ETH,2019-12-15,142.33601,141.751019,143.75,139.99
ETH,2019-12-16,132.379985,142.336012,142.49,129.553724
ETH,2019-12-17,121.75,132.379521,132.56,119.855826
ETH,2019-12-18,132.88,121.75,134.492464,116.366598
ETH,2019-12-19,128.187094,132.88,133.96,125.81
ETH,2019-12-20,128.305153,128.186854,129.16,125.914311
ETH,2019-12-21,127.109016,128.305227,128.400841,126.68
ETH,2019-12-22,132.32744,127.106744,133.074278,126.944993
ETH,2019-12-23,128.096254,132.327447,135.02,126.19
ETH,2019-12-24,127.74,128.096302,129.334256,126.68
ETH,2019-12-25,124.92175,127.74,127.74,123.2
ETH,2019-12-26,125.507634,124.921756,131.885863,124.136037
ETH,2019-12-27,126.244318,125.507657,126.556645,122.425279
ETH,2019-12-28,127.91,126.245081,129.531054,125.931535
ETH,2019-12-29,134.287506,127.91,137.61791,127.380877
ETH,2019-12-30,131.1,134.287499,135.89,130.02
ETH,2019-12-31,128.643862,131.1,133.121376,127.751768
ETH,2020-01-01,130.19,128.630572,132.6,128.202246
ETH,2020-01-02,126.730116,130.19,130.193016,126.078203
ETH,2020-01-03,133.90387,126.730115,134.5,125.555758
ETH,2020-01-04,134.123501,133.909136,135.59,132.539248
ETH,2020-01-05,135.101796,134.123488,138.261148,134.123488
ETH,2020-01-06,144.2611,135.101854,144.374903,134.930031
ETH,2020-01-07,143.165479,144.261178,145.15,139.006756
ETH,2020-01-08,140.687936,143.165406,147.91,137.193666
ETH,2020-01-09,137.861335,140.687985,141.266624,135.4
ETH,2020-01-10,144.664695,137.861027,145.047833,135.41
ETH,2020-01-11,142.629184,144.664771,147.8,142.204908
ETH,2020-01-12,146.276816,142.629921,146.280428,141.894479
ETH,2020-01-13,143.58,146.276742,146.86,142.193429
ETH,2020-01-14,166.132729,143.58,170.335974,143.57
ETH,2020-01-15,166.277461,166.121195,171.580886,159.322109
ETH,2020-01-16,164.199399,166.277492,167.13801,158.71
ETH,2020-01-17,169.85,164.199391,174,162.28
ETH,2020-01-18,174.065704,169.85,179.000494,165.06
ETH,2020-01-19,166.887218,174.065724,177.893093,161.78
ETH,2020-01-20,166.612759,166.877018,169.2,161.133858
ETH,2020-01-21,169.342875,166.612756,169.71,164.872164
ETH,2020-01-22,167.656313,169.342954,170.9,165.69
ETH,2020-01-23,162.51,167.659802,167.70552,158.954324
ETH,2020-01-24,162.307653,162.51,164.018878,155.25
ETH,2020-01-25,160.067023,162.307653,162.385158,157.648014
ETH,2020-01-26,167.403988,160.067023,167.48,159.12
ETH,2020-01-27,169.824694,167.404116,171.7,165.01
ETH,2020-01-28,176.028582,169.824672,176.185067,169.809742
ETH,2020-01-29,173.45,176.028547,178.29,173.26
ETH,2020-01-30,184.434586,173.45,186.619609,170.642105
ETH,2020-01-31,179.68,184.434457,185.306352,175
ETH,2020-02-01,183.51,179.68,183.98,179.08
ETH,2020-02-02,188.259947,183.51,193.14,179
ETH,2020-02-03,189.685495,188.259972,195,186.45
ETH,2020-02-04,188.234559,189.685433,191.24,184.5
ETH,2020-02-05,203.97917,188.234538,207.74,187.71
ETH,2020-02-06,212.923223,203.979182,216.134881,201.257347
ETH,2020-02-07,223.43,212.923221,224.263082,212.923221
ETH,2020-02-08,223.361459,223.43,227.97,213.56
ETH,2020-02-09,228.821968,223.361157,230.729154,223.25374
ETH,2020-02-10,223.08,228.821969,229.400139,217.03447
ETH,2020-02-11,237.95,223.08,239.5,217.92809
ETH,2020-02-12,266.21,237.95,275.813556,237.95
ETH,2020-02-13,268.823945,266.28,277.82,256.57
ETH,2020-02-14,286.129622,268.829159,287.55,260.17
ETH,2020-02-15,264.772102,286.096953,288.94,261.81
ETH,2020-02-16,259.062995,264.77203,273.79,237.21355
ETH,2020-02-17,267.921356,258.89,268.500366,242.62
ETH,2020-02-18,282.912948,267.921465,286.293151,259.46
ETH,2020-02-19,258.85,282.912791,286.986812,251.084213
ETH,2020-02-20,257.784147,258.85,264.002675,245.675953
ETH,2020-02-21,265.676175,257.784149,268.5,254.480978
ETH,2020-02-22,262.173629,265.676175,267.01,256.86
ETH,2020-02-23,275.73,262.172804,276.52,261.95
ETH,2020-02-24,265.754637,275.73,278,257.02
ETH,2020-02-25,246.5,265.754599,266.04,244.68
ETH,2020-02-26,223.71,246.5,249.77,215.74
ETH,2020-02-27,227.26481,223.76,238.072165,209.67
ETH,2020-02-28,227.361296,227.264803,234.39,213.9
ETH,2020-02-29,217.550678,227.361257,233.21,217.19
ETH,2020-03-01,217.5,217.550728,227.608251,212.272527
ETH,2020-03-02,231.9,217.5,234.44,215.87
ETH,2020-03-03,223.640813,231.912773,232.659209,220.235192
ETH,2020-03-04,224.48,223.640892,228.63,220.69
ETH,2020-03-05,228.64,224.48,234.278521,224.48
ETH,2020-03-06,245.697799,228.64,245.77,227.83
ETH,2020-03-07,237.549244,245.682317,252.49,236.841103
ETH,2020-03-08,199.38,237.549242,237.571782,196
ETH,2020-03-09,202.820592,199.38,208.62,189.92
ETH,2020-03-10,200.34365,202.800046,206.18,195.56
ETH,2020-03-11,194.621719,200.343608,202.98,181.88
ETH,2020-03-12,108.788152,194.621715,195.52,102.243596
ETH,2020-03-13,135.11,108.799028,144.38976,89.934452
ETH,2020-03-14,122.247768,135.11,135.3,120.844912
ETH,2020-03-15,123.384865,122.238731,133.43,120.07349
ETH,2020-03-16,110.992636,123.384947,123.71,100.83
ETH,2020-03-17,116.27,110.99264,121.01,109.77
ETH,2020-03-18,118.6,116.26,118.71,110.39
ETH,2020-03-19,136.97,118.6,143.39,115.84
ETH,2020-03-20,133.259608,136.97,153.2,116.058365
ETH,2020-03-21,132.64,133.285188,137.5,125.947201
ETH,2020-03-22,122.334253,132.64,137.128016,121.03
ETH,2020-03-23,136.54,122.334196,138,119.503427
ETH,2020-03-24,139,136.54,144,133.2
ETH,2020-03-25,136.321564,139,142.6,133.08
ETH,2020-03-26,139.01,136.305221,140.04,133.67
ETH,2020-03-27,131.568593,139.01,141.779381,130.24
ETH,2020-03-28,131.38,131.570417,133.224415,125.13
ETH,2020-03-29,124.520506,131.38,132,123.987667
ETH,2020-03-30,132.301491,124.520944,135.38,124.12
ETH,2020-03-31,133.14,132.301487,135.34,130.530592
ETH,2020-04-01,136.14,133.14,137.07,128.93
ETH,2020-04-02,141.489851,136.14,150,135.65
ETH,2020-04-03,141.417142,141.489869,146.785266,138.04
ETH,2020-04-04,144.475798,141.417365,146.62,139.21
ETH,2020-04-05,142.850971,144.475067,145.92,141.03
ETH,2020-04-06,171.65,142.84842,172.024913,142.845341
ETH,2020-04-07,164.6,171.65,176.5,162.47
ETH,2020-04-08,173.305079,164.6,174.57,163.702777
ETH,2020-04-09,170.00957,173.317436,173.511193,165.5
ETH,2020-04-10,158.096966,170.010063,170.258623,152.46
ETH,2020-04-11,158.648663,158.100248,161.443905,154.25
ETH,2020-04-12,158.764119,158.6487,165.37362,155.502322
ETH,2020-04-13,156.880921,158.764119,159.38,150.039343
ETH,2020-04-14,158.59,156.87463,162.112924,155.890526
ETH,2020-04-15,152.835437,158.59,161.41,152.2
ETH,2020-04-16,172.534874,152.835423,175.11,148.49
ETH,2020-04-17,170.873213,172.534992,175,168.56
ETH,2020-04-18,187.801609,170.873245,189.750509,170.81
ETH,2020-04-19,180.375265,187.801549,188.55,176.717352
ETH,2020-04-20,170.632509,180.375243,186.6,166.847023
ETH,2020-04-21,170.99,170.629974,174.74,168.55
ETH,2020-04-22,183.11,170.99,184.2,170.09
ETH,2020-04-23,185.67,183.11,194.15,178.52
ETH,2020-04-24,187.580423,185.66,189.91,184.988614
ETH,2020-04-25,194.503967,187.593078,198.028116,186.1
ETH,2020-04-26,197.83,194.503982,200,192.63
ETH,2020-04-27,196.78,197.83,199.33,189.87
ETH,2020-04-28,196.73,196.781604,197.89,192.632469
ETH,2020-04-29,215.618076,196.73,219.192533,196.73
ETH,2020-04-30,206.39,215.618216,227.47,202.5
ETH,2020-05-01,212.1,206.39,217.42,206.2
ETH,2020-05-02,214.166007,212.1,215.43,210.63
ETH,2020-05-03,210.071133,214.166007,219.182766,205.34
ETH,2020-05-04,206.962125,210.085722,210.754183,195.34
ETH,2020-05-05,205.552449,206.962146,212.07,201.51
ETH,2020-05-06,199.083933,205.552365,211.12,198.47
ETH,2020-05-07,212.381441,199.089879,215.16,196.99
ETH,2020-05-08,211.554791,212.383631,216.861723,207.4
ETH,2020-05-09,210.118832,211.55495,214.693907,208.49
ETH,2020-05-10,188.06,210.129524,210.132104,180.728399
ETH,2020-05-11,186.18,188.06,193.7,176.56
ETH,2020-05-12,189.799272,186.18,192.33,185.91
ETH,2020-05-13,199.827099,189.799204,201.217212,188.652837
ETH,2020-05-14,203.303872,199.837537,206.16,196
ETH,2020-05-15,194.57,203.303911,204.121646,191.64
ETH,2020-05-16,200.53,194.57,203.27,193.24
ETH,2020-05-17,206.998761,200.53,209.81,199.62
ETH,2020-05-18,214.78909,206.998891,216.95,206.998891
ETH,2020-05-19,214.642959,214.789109,215.84,209.45
ETH,2020-05-20,209.98,214.642867,215.44,206.210007
ETH,2020-05-21,198.481491,209.98,211.41,191.48
ETH,2020-05-22,207.193829,198.486403,209.28,196.25
ETH,2020-05-23,206.664819,207.193851,211.201167,204.82
ETH,2020-05-24,199.62,206.664783,210.65,199.57
ETH,2020-05-25,204.072634,199.64,205.56,198.1
ETH,2020-05-26,200.895078,204.073134,204.927312,196.81
ETH,2020-05-27,208.28,200.895111,208.412903,200.889483
ETH,2020-05-28,220.26,208.28,220.570847,204.650482
ETH,2020-05-29,220.6,220.26,224.68213,217.685625
ETH,2020-05-30,243.51343,220.6,247.080777,218.857119
ETH,2020-05-31,231.76,243.513438,245.32,229.71
ETH,2020-06-01,248.191785,231.76,251,230.62
ETH,2020-06-02,237.811822,248.200823,253.34,226.07
ETH,2020-06-03,244.54,237.74,245.01,233.47
ETH,2020-06-04,243.321834,244.54,246.5,236.369092
ETH,2020-06-05,240.070886,243.321851,247.88,239.05
ETH,2020-06-06,242.025237,240.070286,244.47,237.67
ETH,2020-06-07,244.732676,242.025269,245.424404,234.69
ETH,2020-06-08,246.56,244.7321,247.643839,241.23
ETH,2020-06-09,244,246.55,249.9,238.933865
ETH,2020-06-10,247.96,244,250.28,242.419412
ETH,2020-06-11,230.15,247.96,250.15,225.810822
ETH,2020-06-12,237.41,230.15,239.22,228.178596
ETH,2020-06-13,238.088627,237.41,238.624584,234.62
ETH,2020-06-14,231.574452,238.088627,238.346669,229.96646
ETH,2020-06-15,230.912634,231.574447,233.63,218.079041
ETH,2020-06-16,235.303604,230.912619,236,228.92
ETH,2020-06-17,233.71,235.303618,237,227.85
ETH,2020-06-18,231.242748,233.71,234.38,227.679649
ETH,2020-06-19,228.62,231.242555,231.714024,226.52
ETH,2020-06-20,228.825342,228.62,230.6,225.8
ETH,2020-06-21,227.756019,228.825351,231.07,227.1
ETH,2020-06-22,243.316031,227.767378,246.756772,227.41
ETH,2020-06-23,243.059839,243.316024,244.8,240.85
ETH,2020-06-24,234.433274,243.05999,249.040895,230.79
ETH,2020-06-25,232.35409,234.433274,235.03,227.34
ETH,2020-06-26,229.414884,232.353951,233.19,227.51
ETH,2020-06-27,220.75622,229.416114,230.983108,215.963775
ETH,2020-06-28,224.968032,220.753664,227.752768,217.88
